2MASX,NED_id,ra,dec,l,b,Kmag,Kmag_err,z,zdist,zdist_err,D,D_err,gal_type,n_sumss,n_nvss,F1400,F1400_err,F843,F843_err,Fsyn,Lsyn,sum_ma,max_ma,lim_ma,max_dist_to_gal,min_dist_to_gal,contour_dist,geo_cen_ra,geo_cen_dec,flux_cen_ra,flux_cen_dec,class
17204089-0111573,2MASX J17204089-0111573,260.17044,-1.1992,21.02638,19.49217,10.582,0.061,0.0285999246,0.0291003908,0.0005003469,123.872359804,2.1298390624,-5,0,3,761.3,20.8636046742,0,0,879.826503044,17768476110900000000000000000000000000000,0.0360555556,0.0275277778,0,0.0260025454,0.0061983306,0.0122011159,260.166702719,-1.1875850951,260.170870042,-1.1834175362,u
17234103-6500371,NGC 6328,260.92096,-65.01024,326.96826,-15.83241,9.279,0.025,0.0144267173,0.0140188308,0.0004503122,59.0024280869,1.8952731912,3,1,0,0,0,3699,111,3153.15460111,14447388582000000000000000000000000000000,0,0,1,0.0002160334,0.0002160334,0,260.93018881,-65.0117731487,260.915927492,-65.008222865,p
17243782-0243062,2MASX J17243782-0243062,261.15756,-2.7183,20.14489,17.8848,10.295,0.047,0.0332264811,0.0338696735,0.0005003469,144.683571871,2.1373685283,-5,0,2,2449.5,64.0702739186,0,0,2830.86170919,77994040243000000000000000000000000000000,0.0234166667,0.0183333333,0,0.036326585,0.0069315325,0.002579112,261.159702994,-2.7032381303,261.151350793,-2.6949143818,u
17323302+7124105,MCG +12-16-046,263.13766,71.40287,102.23131,31.86741,11.589,0.07,0.0590011041,0.0616915809,0.0005003469,268.884763594,2.1807781791,98,0,4,606.9,12.2020490083,0,0,701.388026661,66741360491400000000000000000000000000000,0.0493055556,0.0149166667,0,0.0260917196,0.0018304559,0,263.156363589,71.3986121544,263.13124618,71.4033753958,j
17331261+7046295,CGCG 339-050,263.30234,70.77493,101.49116,31.91471,11.428,0.058,0.0408017586,0.0424964319,0.0005003469,182.686310051,2.150922366,-4,0,3,236.7,5.316013544,0,0,273.551731604,12015885919200000000000000000000000000000,0.0645833333,0.0352777778,0,0.032448964,0.0008837964,0.0060829302,263.297930261,70.7767494017,263.285306789,70.7770633557,j
17354374-0720527,2MASX J17354374-0720527,263.93222,-7.34798,17.4125,13.17911,9.461,0.046,0.0242635703,0.0245956731,0.0005003469,104.346252869,2.1227035419,-5,0,1,572.6,18.6,0,0,661.747872905,9483105677590000000000000000000000000000,0.012,0.012,0,0.0011012303,0.0011012303,0,263.932781621,-7.3458136431,263.928580471,-7.3458129415,j
17383577+3256010,B2 1736+32,264.64905,32.9337,57.48687,28.77289,11.39,0.058,0.0733177447,0.0768125936,0.0005003469,338.355824181,2.2040042396,98,0,1,246.5,8.4,0,0,284.87748982,42924946968700000000000000000000000000000,0.0075555556,0.0075555556,0,0.0008926643,0.0008926643,0,264.651037388,32.934744217,264.650997384,32.9389113091,j
17413827+1720172,2MASX J17413827+1720172,265.40945,17.33816,41.34605,22.9948,11.658,0.067,0.0600018013,0.0623270307,0.0005003469,271.7766237,2.1817594254,98,0,2,1588.4,40.6532901498,0,0,1835.69738268,178455364315000000000000000000000000000000,0.0216111111,0.0134722222,0,0.0147376014,0.0055641369,0,265.414460967,17.3455303638,265.41012673,17.3497264015,j
17425069+1612507,UGC 10950 NED01,265.7113,16.21402,40.34681,22.29002,10.605,0.043,0.0317888129,0.0326897044,0.0005003469,139.521459771,2.1355080669,-5,0,1,660.4,19.8,0,0,763.217421004,19553955311900000000000000000000000000000,0.0052777778,0.0052777778,1,0.0001561076,0.0001561076,0.0013241405,265.722835915,16.2014782241,265.705617671,16.2182819126,p
17435781+1935091,2MASX J17435781+1935091,265.99097,19.58592,43.83556,23.33883,11.747,0.076,0.0840018546,0.0883124212,0.0005003469,392.099352615,2.2214959828,98,0,4,568,12.4008064254,0,0,656.431700681,132826924472000000000000000000000000000000,0.0639722222,0.0231944444,0,0.0253104428,0.0005378991,0,265.991817921,19.5803234622,265.983021097,19.5760568249,j
17445666+5542166,NGC 6454,266.23596,55.7047,83.72182,31.34384,10.115,0.032,0.0304211934,0.0316664625,0.0005003469,135.052018286,2.1338934376,-4,0,4,795.4,18.0308069703,0,0,919.235518877,22066490885500000000000000000000000000000,0.0975,0.0353333333,0,0.0502977762,0.0003172984,0.0012198719,266.219010648,55.7049287773,266.204224966,55.705195451,j
17480808+5123570,NGC 6466,267.03369,51.39918,78.76481,30.51637,10.771,0.041,0.0226624548,0.0236656277,0.0005003469,100.330752827,2.1212274669,-3,0,3,558.6,17.4335882709,0,0,645.568218311,8552923823830000000000000000000000000000,0.0289722222,0.0156111111,0,0.0167884902,0.0012877488,0,267.033664307,51.4021834257,267.026987502,51.4023571026,j
17554844+6236435,NGC 6521,268.95184,62.61216,91.81821,30.21723,9.742,0.039,0.0274624655,0.0286646244,0.0005003469,121.977934942,2.1291498114,-5,0,2,297,8.6700634369,0,0,343.239815321,6721474157360000000000000000000000000000,0.0188888889,0.0136388889,0,0.023632559,0.0002310022,0.0012621807,268.949081062,62.6167147337,268.949228622,62.6125474081,p
18065063+6949275,UGC 11130,271.71109,69.82441,100.1312,29.16702,10.948,0.039,0.0509988625,0.05323174,0.0005003469,230.617829437,2.1676712459,-5,0,4,2090.7,72.743728252,0,0,2416.20027573,169130919704000000000000000000000000000000,0.0804722222,0.0351944444,0,0.0255437285,0.0002958618,0,271.728240371,69.8294784585,271.703743322,69.8255428031,j
18071483-7012383,PKS 1801-702,271.81192,-70.21067,323.90161,-21.79673,10.898,0.071,0.040057907,0.040231935,0.0005003469,172.666127706,2.1473726973,-5,1,0,0,0,1278,38.4,1089.41107873,42747469070500000000000000000000000000000,0,0,1,0.0010400603,0.0010400603,0,271.796292338,-70.2107514413,271.805313909,-70.2106600715,p
18082315+0841030,2MASX J18082315+0841030,272.0965,8.68418,35.89094,13.48241,11.482,0.065,0.0487072661,0.0503133581,0.0005003469,217.517861981,2.1631309934,98,0,5,242.8,5.7784080853,0,0,280.601438249,17473667395400000000000000000000000000000,0.1246944444,0.0352777778,0,0.1058820683,0.000120003,0,272.105366372,8.6541675831,272.105365206,8.6500006465,j
18105480+5000459,MCG +08-33-027,272.72839,50.01276,77.83013,26.74196,11.504,0.072,0.0500948994,0.052205376,0.0005003469,226.004786325,2.1660755856,98,0,3,484.5,11.5156415366,0,0,559.931617923,37642164264300000000000000000000000000000,0.0514444444,0.0209166667,0,0.0458473958,0.0064431804,0,272.756431786,50.0076922475,272.743944515,50.0163402112,j
18120123+2127486,NGC 6577,273.00513,21.46349,48.35886,17.9751,9.814,0.029,0.017338746,0.017143473,0.0006004163,72.3243727811,2.5330182612,-5,0,8,344.7,6.9907081186,0,0,398.366209903,2742560180390000000000000000000000000000,0.1906944444,0.03525,0,0.1236548247,0.0004325103,0,273.011430455,21.3972957927,273.016050992,21.4181097854,j
18175610+3348594,2MASX J18175610+3348594,274.48373,33.81655,61.09904,21.19118,11.514,0.054,0.0735112128,0.0771184793,0.0005003469,339.775243612,2.2044714277,98,0,3,364.7,11.8528477591,0,0,421.480002181,64041981246500000000000000000000000000000,0.0335555556,0.0135,0,0.0329091065,0.0076646499,0.0011008773,274.489968277,33.8294772337,274.484953149,33.8253079633,u
18185802-5508155,2MASX J18185802-5508155,274.74173,-55.13762,339.34888,-17.59641,11.514,0.077,0.072633935,0.0750003061,0.0005003469,329.957552656,2.2012341221,98,2,0,0,0,627.7,15.5048379547,535.073031391,76671424140700000000000000000000000000000,0.0133333333,0.0133333333,0,0.0143118558,0.0094647627,0.0080769767,274.727753389,-55.1345130395,274.733215026,-55.1308837011,j
18212466-7634598,NGC 6557,275.35278,-76.58333,317.58951,-24.61761,9.295,0.025,0.0183561214,0.0175350197,0.0004753296,73.5760664041,1.9480315708,-2,1,0,0,0,704.5,21.2,600.539988235,4278774337590000000000000000000000000000,0,0,1,0.0001967369,0.0001967369,0,275.299251107,-76.5855231013,275.353044139,-76.5836140937,p
18254934+4654088,CGCG 254-040,276.45557,46.90252,75.10654,23.62704,11.426,0.063,0.0155007989,0.0152962254,0.0003835993,64.4411236507,1.61605678,20,0,3,371.1,7.8955683773,0,0,428.876415709,2344027455020000000000000000000000000000,0.0226944444,0.0095,0,0.033943207,0.0102901408,0.0015276354,276.476092991,46.9069473002,276.469994276,46.9070269257,u
18285693+3220047,B2 1827+32A,277.23724,32.33456,60.461,18.51556,11.713,0.061,0.0650119583,0.0679674697,0.0005003469,297.552160104,2.1904492911,98,0,6,351.6,7.3939164183,0,0,406.340468239,47350068534900000000000000000000000000000,0.1161388889,0.0353055556,0,0.0984807169,0.0006413926,0.0018994825,277.25357194,32.3589223625,277.239014441,32.346220999,j
18324117-3411274,2MASX J18324117-3411274,278.17145,-34.19094,0.14825,-11.30738,9.362,0.016,0.0185629322,0.0181406438,0.000508686,76.5888534472,2.1476458138,-1,1,1,226.1,8,319.9,10,272.693743416,2105283711440000000000000000000000000000,0.0043888889,0.0043888889,0,0.0002721463,0.0001117041,0,278.173844235,-34.1926377208,278.168847782,-34.1884336796,j
18350342+3241471,CGCG 173-014,278.76419,32.69636,61.30522,17.44598,10.409,0.03,0.0578703163,0.0603545999,0.0005003469,262.808273511,2.1787121568,-5,0,3,5635.8,131.266218046,0,0,6513.23552588,592078334906000000000000000000000000000000,0.0367777778,0.0197777778,0,0.0245788943,0.0146755668,0.0027099354,278.76730521,32.6914727557,278.767294348,32.695639718,j
18363966+1943454,UGC 11294 NOTES01,279.16528,19.72928,49.1251,11.99981,9.104,0.028,0.0161445807,0.0158520807,0.0004169558,66.8109950131,1.7573232274,-5,0,10,1558,25.1980157949,0,0,1800.56441842,10578129111900000000000000000000000000000,0.20575,0.0353333333,0,0.1129869367,0.0018362722,0,279.145907984,19.6812816543,279.16363196,19.6771990723,j
18382625+1711496,CGCG 114-025,279.60938,17.19715,46.96805,10.54574,9.742,0.04,0.0168850966,0.0164895598,0.0004419731,69.531280893,1.8636613712,-3,0,2,7325.7,163.377170988,0,0,8466.23540437,53871010277200000000000000000000000000000,0.0570833333,0.0331944444,0,0.0186538226,0.0142670933,0,279.607441738,17.1997336348,279.611812286,17.1955738922,j
18403862-7709285,ESO 045- G 011,280.16086,-77.15794,317.20853,-25.80208,9.473,0.028,0.0181693246,0.017324578,0.0004669905,73.0984146701,1.9703950193,-5,1,0,0,0,1152,34.6,982.004352657,6906112515710000000000000000000000000000,0,0,1,0.0005015976,0.0005015976,0,280.163729496,-77.1598757446,280.163991409,-77.1567265393,p
18405544-7555373,2MASX J18405544-7555373,280.23105,-75.92705,318.55948,-25.61828,10.62,0.056,0.0416390085,0.0418612143,0.0005003469,179.872339627,2.1499272295,-5,2,0,0,0,852.9,20.8925824158,727.041243386,30959371513300000000000000000000000000000,0.0109444444,0.0109444444,0,0.0281735128,0.0017213472,0,280.231530427,-75.934883591,280.256455215,-75.9381363414,j
18420899+7946170,3C 390.3,280.53748,79.77142,111.43791,27.0741,11.544,0.036,0.0560990824,0.0586513204,0.0005003469,255.082631412,2.176077174,98,0,2,11555.9,280.57088231,0,0,13355.033609,1143697265330000000000000000000000000000000,0.0468611111,0.0353611111,0,0.0234068598,0.0212667334,0.0102207052,280.536273519,79.7737811187,280.55609724,79.7824088044,j
18440241+4533298,3C 388,281.01001,45.55825,74.70473,20.22266,11.742,0.06,0.0917005514,0.0971728547,0.0005003469,434.036664428,2.2348720007,98,0,1,5596.8,185.4,0,0,6468.16363094,1603755478890000000000000000000000000000000,0.0096944444,0.0096944444,0,0.0006793013,0.0006793013,0.0011828618,281.01169356,45.558347937,281.01169356,45.558347937,p
18473481+7044010,UGC 11363 NED01,281.89502,70.73358,101.43365,25.81022,10.893,0.058,0.0437404725,0.045633765,0.0005003469,196.620927579,2.1558306282,-2,0,4,258.9,7.1365257654,0,0,299.208041032,15224290502600000000000000000000000000000,0.0697777778,0.0278333333,0,0.0277906834,0.0020174207,0,281.881617604,70.7404730377,281.881486142,70.7363055879,j
18562225-7932421,PKS 1847-79,284.09271,-79.545,314.66602,-26.86492,10.985,0.08,0.0707826452,0.0727941907,0.0005003469,319.760610458,2.1978570449,-5,1,0,0,0,748.2,25.8,637.791368626,85828769591700000000000000000000000000000,0.0143888889,0.0143888889,0,0.0004557384,0.0004557384,0,284.105888529,-79.5643744481,284.090892183,-79.5426101941,j
18573750+3800322,CGCG 201-045,284.40628,38.00895,68.23515,15.18055,10.414,0.042,0.0552051262,0.0576128543,0.0005003469,250.381031514,2.1744690533,-5,0,1,299.9,9,0,0,346.591315201,28597287733100000000000000000000000000000,0.0049444444,0.0049444444,1,0.0002979817,0.0002979817,0.0019501615,284.407695705,38.0105496621,284.402407309,38.0105218341,p
19131601+4706494,2MASX J19131601+4706494,288.31668,47.11375,78.10688,16.05165,11.36,0.057,0.0548415396,0.0573109886,0.0005003469,249.015576814,2.1740013695,98,0,4,361.2,7.8224037226,0,0,417.435088532,34067973566100000000000000000000000000000,0.0920833333,0.0352777778,0,0.0486483176,0.0021551924,0.0013581632,288.309844658,47.1165256265,288.309182449,47.1373564396,j
19133446+4201330,2MASX J19133446+4201330,288.39362,42.02578,73.29677,13.97569,10.956,0.053,0.0544345894,0.0568518341,0.0005003469,246.939703686,2.173289799,-2,0,4,791.3,16.3874952326,0,0,914.49719146,73395349319200000000000000000000000000000,0.0602777778,0.0195555556,0,0.044229716,0.013974354,0.0056413257,288.378560832,42.0336104156,288.378454454,42.0377787552,j
19145766-2552012,2MASX J19145766-2552012,288.74026,-25.86705,11.78348,-16.31919,11.099,0.066,0.0628537881,0.0649862785,0.0005003469,283.904957404,2.1858608295,-5,0,5,983.1,18.1058001756,0,0,1136.1584594,120528341019000000000000000000000000000000,0.1055,0.0353333333,0,0.0811092184,0.0008673975,0.0018986192,288.703935724,-25.8779205201,288.708491983,-25.8653931149,j
19204300-3831059,2MASX J19204300-3831059,290.1792,-38.51834,359.68137,-21.8814,11.544,0.078,0.0451914834,0.046089877,0.0005003469,198.651810246,2.156543273,98,0,2,242,7.2173402303,0,0,279.676886558,14525997018300000000000000000000000000000,0.0260277778,0.0207222222,0,0.0255906562,0.0004455995,0.002459821,290.181060077,-38.5163569104,290.17574496,-38.5205333047,p
19260570-5740166,PKS 1921-577,291.52386,-57.6713,339.39975,-27.19382,11.712,0.08,0.0609658062,0.0625172914,0.0005003469,272.64295253,2.1820531328,98,2,0,0,0,1628.3,40.8853274415,1388.01882589,135796391421000000000000000000000000000000,0.0460277778,0.0258055556,0,0.0225719949,0.0175619799,0.0104608287,291.519183795,-57.6755260394,291.536821594,-57.6684843847,j
19264081+4123284,2MASX J19264081+4123284,291.66998,41.39114,73.7729,11.49196,11.671,0.069,0.0685043914,0.0719010074,0.0005003469,315.6404508,2.1964882203,98,0,2,218.7,6.1684682053,0,0,252.749318555,33142069500000000000000000000000000000000,0.0415833333,0.0305277778,0,0.0235066923,0.0053105664,0,291.700228477,41.4088145044,291.677574574,41.392461853,j
19281700-2931442,ESO 460- G 004,292.07086,-29.52901,9.33784,-20.4077,9.694,0.038,0.0244170105,0.0246892182,0.0005003469,104.750437728,2.1228519529,-2,0,4,2136.1,41.7269696959,0,0,2468.6685842,35651581811500000000000000000000000000000,0.0458055556,0.0156666667,0,0.0364758544,0.0020550695,0,292.081404612,-29.5251565634,292.090981628,-29.5251506759,j
19300192-1509191,2MASX J19300192-1509191,292.508,-15.15535,23.45111,-15.25921,11.494,0.069,0.0820338169,0.0859327052,0.0005003469,380.91405272,2.2178885056,98,0,3,1492,37.3217095,0,0,1724.2889039,329282267591000000000000000000000000000000,0.0485277778,0.0352222222,0,0.015557863,0.0035343513,0.0022555265,292.500751275,-15.1535536538,292.505058237,-15.1493764594,j
19332496-3940214,ESO 338-IG 011 NED02,293.35413,-39.67254,359.25827,-24.57424,11.224,0.062,0.0750656291,0.077964227,0.0005003469,343.702705247,2.2057626154,-3,2,5,2508.5,57.6511058003,3818,89.9829428281,3254.59428684,506019297099000000000000000000000000000000,0.05475,0.02125,0,0.0187252588,0.004477084,0.006567237,293.354044981,-39.6758025849,293.348730619,-39.6715594848,j
19391958-3540497,2MASX J19391958-3540497,294.83157,-35.68044,3.83246,-24.57707,11.503,0.067,0.0876944271,0.0918403356,0.0005003469,408.742492565,2.2268323707,98,1,1,358.7,12.7,522.9,15.9,445.737913198,98012952953200000000000000000000000000000,0.0042222222,0.0042222222,0,0.0004628587,0.0002301455,0,294.829028646,-35.6788545395,294.829028646,-35.6788545395,p
19403422+7647464,MCG +13-14-006,295.14255,76.79633,108.83318,23.621,11.679,0.077,0.0530369491,0.0554419893,0.0005003469,240.573682626,2.171103416,98,0,8,596.7,8.9866567755,0,0,689.5999926,52528838888600000000000000000000000000000,0.1421666667,0.0270277778,0,0.0444235271,0.0020780405,0.002363744,295.109058524,76.7933578302,295.163226195,76.7951757077,u
19414211+5037571,UGC 11465,295.42551,50.63249,83.42976,13.27957,9.351,0.031,0.0237165225,0.0249155634,0.0005003469,105.728646027,2.1232110124,-3,0,4,3103.5,63.2968403635,0,0,3586.68271666,52769456561300000000000000000000000000000,0.0851666667,0.0312777778,0,0.0584952754,0.0019300104,0.0210873036,295.424994421,50.6118368483,295.405795595,50.6287486556,j
19452422-5520488,NGC 6812,296.35095,-55.3469,342.3949,-29.54838,9.065,0.02,0.0151505549,0.0141331665,0.0004086166,59.488806537,1.7199342043,-2,1,0,0,0,596.3,17.9,508.306593306,2367557720770000000000000000000000000000,0,0,1,6.49541653255E-005,6.49541653255E-005,0,296.364896842,-55.3430452097,296.349000616,-55.347041623,p
19521582+0230243,3C 403,298.06586,2.50677,42.2633,-12.31416,11.405,0.077,0.0590011041,0.0613757443,0.0005003469,267.448333697,2.1802903023,98,0,4,6045.4,134.158972864,0,0,6986.60599172,657734110539000000000000000000000000000000,0.0464166667,0.0139722222,0,0.0233195221,0.0104497634,0.0064747178,298.064447895,2.50588576,298.060268685,2.5100439963,j
19592833+4044022,Cygnus A,299.86807,40.73394,76.18983,5.7556,10.42,0.062,0.0560757328,0.0586577002,0.0005003469,255.111535795,2.1760870497,98,0,2,1598190,40671.4196027,0,0,1847011.584,158210074179000000000000000000000000000000000,0.0171944444,0.00925,0,0.0144000901,0.0124341388,0.0063572995,299.868031178,40.7332793626,299.86253248,40.7332730648,j
19595975+6508547,2MASX J19595975+6508547,299.99924,65.14852,98.00333,17.66997,11.481,0.045,0.0469994096,0.0491182625,0.0005003469,212.168356037,2.1612689504,98,0,1,249.6,7.5,0,0,288.460127623,17090364853700000000000000000000000000000,0.0053055556,0.0053055556,1,0.0001163609,0.0001163609,0.001589704,300,65.1459097848,299.990085098,65.1500769641,p
20161460-3041314,PKS 2013-308,304.06082,-30.69212,11.63877,-30.63183,11.407,0.077,0.0882514819,0.0925938497,0.0005003469,412.306657633,2.227970344,98,3,6,853.6,15.5422006164,1334.3,32.5911030804,1137.40313173,254483386346000000000000000000000000000000,0.08375,0.0454166667,0,0.0341667957,0.0060922023,0.0203143344,304.061447618,-30.6932774351,304.061447618,-30.6932774351,j
20184779-5242334,2MASX J20184779-5242334,304.69922,-52.7093,345.82773,-34.28838,11.399,0.08,0.0506652968,0.051713275,0.0005003469,223.795292349,2.1653101068,98,1,0,0,0,307.5,11.2,262.123557675,17278747872600000000000000000000000000000,0.0186388889,0.0186388889,0,0.0090616644,0.0090616644,0,304.70899147,-52.7026655402,304.69902258,-52.6986793811,j
20202637-0044287,2MASX J20202637-0044287,305.1098,-0.74128,42.80861,-20.05162,11.672,0.077,0.058914377,0.0612900975,0.0005003469,267.058914221,2.1801579832,98,0,1,424.8,15.6,0,0,490.936947974,46083366383100000000000000000000000000000,0.0086388889,0.0086388889,0,0.0039274289,0.0039274289,0.0013666236,305.112661125,-0.7333533951,305.108494369,-0.7375204052,p
20225911-2056561,2MASX J20225911-2056561,305.74631,-20.94892,22.87514,-29.09616,11.124,0.066,0.054000954,0.0557636576,0.0005003469,242.02508288,2.1716024561,0,0,2,426.1,10.5550935571,0,0,492.439344472,37964511840500000000000000000000000000000,0.0211944444,0.0147777778,0,0.0095639207,0.0013865413,0,305.740246849,-20.9457686111,305.744661313,-20.9415582589,j
20345233+6009132,NGC 6946,308.71805,60.15368,95.71873,11.67289,5.424,0.018,0.0001334263,0.0015221625,0.0004252949,5.8768813158,0.9785224043,6,0,4,1400,36.9843000356,0,0,397.788365096,73547413941600000000000000000000000000,0.1065555556,0.03525,0,0.0359787404,0.0010220177,0.0021871612,308.730777678,60.1526360733,308.731245833,60.1651339547,g
20430830-5059054,2MASX J20430830-5059054,310.78461,-50.98485,347.88837,-38.07362,11.454,0.067,0.0654289155,0.0674767363,0.0005003469,295.302029376,2.1896946739,98,1,0,0,0,336.1,12.4,286.503179625,32882636350900000000000000000000000000000,0.0231111111,0.0231111111,0,0.00084272,0.00084272,0,310.786459415,-50.9854075043,310.781605864,-50.9853563956,j
20434570-2633011,ESO 528- G 036,310.94046,-26.55027,18.31674,-35.35004,10.451,0.042,0.040768402,0.0417844007,0.0005003469,179.532229299,2.1498068618,-5,0,4,2600.5,47.4724130417,0,0,3005.37084088,127493262937000000000000000000000000000000,0.0735555556,0.0275555556,0,0.0358422451,0.001878361,0,310.928630767,-26.5498052157,310.928669709,-26.5456373629,j
20455226-5106267,ESO 234- G 068,311.46771,-51.10747,347.7037,-38.49608,10.423,0.056,0.0484971197,0.0494795838,0.0005003469,213.784787055,2.1618320849,-2,2,0,0,0,620.9,15.7079597657,529.276477921,31837613704800000000000000000000000000000,0.0619722222,0.0368611111,0,0.0304891973,0.0056905854,0,311.479140573,-51.1185890473,311.484268002,-51.0953432545,j
20470782+5735369,4C +57.35,311.78256,57.59362,94.58812,8.87616,10.322,0.048,0.0381765964,0.0399330697,0.0005003469,171.346042497,2.1469037823,98,0,1,667.2,23.9,0,0,771.076110378,29795434615300000000000000000000000000000,0.0125833333,0.0125833333,0,0.0004237729,0.0004237729,0,311.782292226,57.5958559926,311.782292226,57.5958559926,j
20490663-3923195,PKS 2045-395,312.27762,-39.38873,2.74108,-38.84435,10.747,0.051,0.0407050245,0.0415075641,0.0005003469,178.306772023,2.1493730003,0,1,2,345.4,12.3101584068,496.2,18.5,422.977916483,17699365172000000000000000000000000000000,0.0217222222,0.0196388889,0,0.0172536795,0.0008132847,0,312.2738843,-39.3881289867,312.27372938,-39.3833766404,j
20520232-5704076,IC 5063,313.00974,-57.06877,339.99124,-38.73565,8.831,0.021,0.0117548559,0.0111029642,0.0004086166,46.6265893262,1.7159742377,-3,2,0,0,0,2173.5,60.1043259674,1852.76602474,5301419799170000000000000000000000000000,0.0280277778,0.0280277778,0,0.0107549495,0.0006092092,0,313.017381011,-57.068519876,313.006040566,-57.0649234461,p
20520957-5247457,ESO 187-IG 025 NED05,313.03989,-52.79598,345.44,-39.325,10.95,0.053,0.0463589634,0.0472090561,0.0005003469,203.640475313,2.1582909182,-5,2,0,0,0,474.9,13.0188325129,404.821065171,22095082513400000000000000000000000000000,0.0270555556,0.0270555556,0,0.017394526,0.0010412077,0,313.02585567,-52.7944260578,313.030908665,-52.7943828364,j
20530614-1620078,IC 1335,313.27557,-16.33549,30.93979,-34.10003,10.906,0.06,0.0427030831,0.0439880958,0.0005003469,189.304054441,2.1532574196,-5,0,6,382.8,7.7226938305,0,0,442.397984192,20865908137400000000000000000000000000000,0.1046111111,0.0283888889,0,0.0965819255,0.0012513765,0,313.276653476,-16.3379066973,313.272175031,-16.3170989715,j
20583752-5756359,PKS 2054-581,314.65656,-57.94333,338.67566,-39.44616,11.455,0.059,0.0524198525,0.05352023,0.0005003469,231.915617362,2.168119539,98,2,0,0,0,882.7,25.7955422506,752.443786536,53264563373400000000000000000000000000000,0.0163055556,0.0163055556,0,0.0349562959,0.0005337956,0,314.652897008,-57.9476334808,314.65324101,-57.9439501131,j
21013771-2801543,NGC 6998,315.4071,-28.03176,17.7632,-39.56374,10.845,0.058,0.0394441461,0.0403997918,0.0005003469,173.407791642,2.1476360176,-5,0,9,5821.2,92.2558399236,0,0,6727.50038029,266253463808000000000000000000000000000000,0.19775,0.0353333333,0,0.0878357821,0.0222943668,0.0109111145,315.410002101,-28.0195743811,315.409933581,-28.0320742368,j
21014441-1318475,IC 1347,315.43503,-13.31322,35.30384,-34.84105,10.617,0.052,0.0294271676,0.0302561193,0.0005003469,128.902455416,2.1316660312,-5,0,4,1340.3,28.4626070485,0,0,1548.97078948,33874268736200000000000000000000000000000,0.0709722222,0.0333055556,0,0.0614561088,0.0394358728,0.0249591943,315.439096066,-13.3078914904,315.439096066,-13.3078914904,j
21030023-3058431,ESO 464- G 017,315.75107,-30.97865,14.0813,-40.47165,10.551,0.043,0.0389571401,0.0398433442,0.0005003469,170.949833736,2.1467629847,-3,2,3,471.9,10.8894444303,605.9,13.8191895566,545.369928788,20976492617600000000000000000000000000000,0.0555277778,0.0223611111,0,0.0372419279,0.0175287157,0.0070844291,315.7519956,-30.9771078628,315.748431603,-30.9771290682,j
21072021-2529150,NGC 7017 NED01,316.8342,-25.48756,21.38352,-40.17784,10.478,0.036,0.0346841633,0.0354993751,0.0005003469,151.827412091,2.1399354853,2,0,3,4956.4,104.132607765,0,0,5728.06000221,173784987923000000000000000000000000000000,0.0889166667,0.0353611111,0,0.0479433582,0.0179364324,0.0482665969,316.835259547,-25.4520862593,316.849104106,-25.4520114993,j
21072565-2525430,NGC 7018 NED02,316.85687,-25.42866,21.46491,-40.18235,10.168,0.027,0.0384167637,0.0393800681,0.0005003469,168.904896569,2.1460358646,-2,0,4,5800.9,131.019158904,0,0,6704.03988113,251724443590000000000000000000000000000000,0.0444444444,0.0139166667,0,0.033384106,0.007688705,0.00344402,316.835259547,-25.4520862593,316.84913351,-25.4561794283,j
21140128+8204483,2MASX J21140128+8204483,318.50482,82.08009,115.9785,22.34435,11.579,0.043,0.0840018546,0.0887887509,0.0005003469,394.342215659,2.2222173018,98,0,3,474.9,11.2289803633,0,0,548.83699763,112329608383000000000000000000000000000000,0.0610555556,0.0303055556,0,0.0296903739,0.0011253216,0,318.480081672,82.0809977144,318.57063952,82.0802328456,j
21181913+6048075,3C 430,319.57962,60.80207,99.67657,7.95881,11.504,0.077,0.0555453633,0.0582064569,0.0005003469,253.067735548,2.175388428,98,0,1,7802.6,241.2,0,0,9017.38378123,760078472292000000000000000000000000000000,0.0206388889,0.0206388889,0,0.0020002535,0.0020002535,0,319.577639402,60.8018805592,319.568722476,60.8058592,j
21202854+0246340,MRK 0514,320.11887,2.77621,54.78663,-31.07105,11.103,0.055,0.0469994096,0.0488154374,0.0005003469,210.814233092,2.160796871,-5,0,5,315.1,7.4986665481,0,0,364.157797332,21300695871400000000000000000000000000000,0.0870833333,0.0349722222,0,0.046876435,0.0005436018,0.0024454266,320.129319787,2.7873992479,320.116803301,2.7707306689,j
21212224-4635542,ESO 287-IG 010,320.34265,-46.59835,353.02737,-44.70225,11.203,0.061,0.0758962077,0.0788822729,0.0005003469,347.970700496,2.2071632695,-1,1,0,0,0,349.4,10.6,297.840556266,47465002664900000000000000000000000000000,0,0,1,0.0020724009,0.0020724009,0,320.346885625,-46.6013620487,320.346885625,-46.6013620487,p
21285092+0115300,CGCG 375-043 NED02,322.21228,1.25832,54.69386,-33.65457,11.226,0.053,0.0496078935,0.0515494849,0.0005003469,223.060215901,2.1650552654,-2,0,3,447.8,9.6067684473,0,0,517.517809094,33890178510100000000000000000000000000000,0.0425,0.0202777778,0,0.0332574344,0.0013594441,0,322.21179254,1.237596299,322.207620043,1.2417639413,j
